CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/18/2016,15:25,MANHATTAN,10028,40.77827,-73.96071,"(40.77827, -73.96071)",MADISON AVENUE                  ,EAST 82 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3448310,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,11:36,BROOKLYN,11235,40.58191,-73.95191,"(40.58191, -73.95191)",SHORE BOULEVARD                 ,BEAUMONT STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3449662,4 dr sedan,2 dr sedan,4 dr sedan,,
05/18/2016,14:00,QUEENS,11355,,,,,,4615      kissena blvd                  ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3444550,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,14:30,,,40.787045,-73.811714,"(40.787045, -73.811714)",Cross Island Pkwy               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444522,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,8:00,QUEENS,11411,40.697052,-73.74015,"(40.697052, -73.74015)",219 STREET                      ,116 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3451508,4 dr sedan,4 dr sedan,,,
05/18/2016,14:50,,,40.84771,-73.93798,"(40.84771, -73.93798)",WEST 177 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3448732,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
05/18/2016,0:00,BROOKLYN,11208,40.68135,-73.88117,"(40.68135, -73.88117)",ARLINGTON AVENUE                ,HIGHLAND PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3450503,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2 dr sedan,,
05/18/2016,16:00,BROOKLYN,11229,40.600426,-73.941895,"(40.600426, -73.941895)",AVENUE U                        ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3449676,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,20:30,QUEENS,11385,40.695805,-73.89484,"(40.695805, -73.89484)",,,60-40     COOPER AVENUE                 ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3444513,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,18:45,BRONX,10458,40.871666,-73.88645,"(40.871666, -73.88645)",,,2964      VALENTINE AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444714,Sedan,Sedan,,,
05/18/2016,10:45,QUEENS,11412,40.7054,-73.77293,"(40.7054, -73.77293)",104 AVENUE                      ,184 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444123,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,16:00,QUEENS,11377,40.744038,-73.90079,"(40.744038, -73.90079)",,,64-07     WOODSIDE AVENUE               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,,,3444541,4 dr sedan,4 dr sedan,,,
05/18/2016,11:04,,,40.636574,-74.019196,"(40.636574, -74.019196)",65 STREET                       ,5 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,3444422,Station Wagon/Sport Utility Vehicle,Van,,,
05/18/2016,13:30,QUEENS,11106,,,,31 st                           ,broadway,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3452345,4 dr sedan,Motorscooter,,,
05/18/2016,19:06,BROOKLYN,11208,40.68373,-73.87188,"(40.68373, -73.87188)",,,3352      FULTON STREET                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3445377,4 dr sedan,4 dr sedan,,,
05/18/2016,6:00,QUEENS,11420,40.66721,-73.81708,"(40.66721, -73.81708)",,,149-26    123 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3444157,Station Wagon/Sport Utility Vehicle,unk,,,
05/18/2016,2:35,MANHATTAN,10034,40.864464,-73.91898,"(40.864464, -73.91898)",,,500       WEST 207 STREET               ,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3446924,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,22:40,BROOKLYN,11222,40.726906,-73.95325,"(40.726906, -73.95325)",,,94        MESEROLE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3444496,4 dr sedan,,,,
05/18/2016,8:55,,,40.823914,-73.87644,"(40.823914, -73.87644)",Bruckner Expy                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444683,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,21:40,BROOKLYN,11207,40.65911,-73.89922,"(40.65911, -73.89922)",VAN SIDERIN AVENUE              ,NEW LOTS AVENUE,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,3450508,4 dr sedan,4 dr sedan,,,
05/18/2016,11:25,BROOKLYN,11210,40.627132,-73.93646,"(40.627132, -73.93646)",,,1877      ALBANY AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3444722,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,13:45,MANHATTAN,10019,40.763023,-73.97815,"(40.763023, -73.97815)",AVENUE OF THE AMERICAS          ,WEST 55 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3448180,Box Truck,Bike,,,
05/18/2016,18:27,MANHATTAN,10034,40.866226,-73.92204,"(40.866226, -73.92204)",,,101       VERMILYEA AVENUE              ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444346,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,14:20,MANHATTAN,10003,40.72493,-73.99036,"(40.72493, -73.99036)",2 AVENUE                        ,EAST 2 STREET,,0,0,0,0,0,0,0,0,Obstruction/Debris,Failure to Yield Right-of-Way,,,,3447696,Ambulance,4 dr sedan,,,
05/18/2016,12:05,QUEENS,11419,40.68829,-73.82162,"(40.68829, -73.82162)",,,103-37    123 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444159,4 dr sedan,4 dr sedan,,,
05/18/2016,16:40,,,40.680138,-73.89674,"(40.680138, -73.89674)",Jackie Robinson Pkwy            ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3444006,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,18:00,BRONX,10457,40.842068,-73.8975,"(40.842068, -73.8975)",EAST 174 STREET                 ,FULTON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,,,,3444353,4 dr sedan,4 dr sedan,,,
05/18/2016,22:14,MANHATTAN,10019,40.766712,-73.98289,"(40.766712, -73.98289)",WEST 57 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3448189,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,15:30,MANHATTAN,10003,40.728504,-73.987755,"(40.728504, -73.987755)",,,131       2 AVENUE                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3445182,Sedan,Sedan,,,
05/18/2016,14:00,MANHATTAN,10038,40.713444,-73.99854,"(40.713444, -73.99854)",WORTH STREET                    ,MOTT STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3447556,4 dr sedan,4 dr sedan,,,
05/18/2016,14:49,BROOKLYN,11218,40.637405,-73.982475,"(40.637405, -73.982475)",15 AVENUE                       ,40 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3449916,4 dr sedan,Bus,,,
05/18/2016,13:20,,,40.803658,-73.83085,"(40.803658, -73.83085)",Bronx Whitestone Bridge         ,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3445627,4 dr sedan,4 dr sedan,,,
05/18/2016,10:33,BRONX,10469,40.871933,-73.837814,"(40.871933, -73.837814)",,,3043      BRUNER AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3444379,Motorcycle,,,,
05/18/2016,20:00,BRONX,10453,40.848877,-73.91615,"(40.848877, -73.91615)",MACOMBS ROAD                    ,NELSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449208,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,16:00,BROOKLYN,11238,40.67983,-73.9583,"(40.67983, -73.9583)",ATLANTIC AVENUE                 ,CLASSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3450699,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,21:24,MANHATTAN,10026,40.798252,-73.95249,"(40.798252, -73.95249)",WEST 110 STREET                 ,LENOX AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3448664,4 dr sedan,4 dr sedan,,,
05/18/2016,12:50,MANHATTAN,10017,40.75524,-73.97328,"(40.75524, -73.97328)",EAST 48 STREET                  ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444316,4 dr sedan,Pick-up Truck,,,
05/18/2016,8:25,BROOKLYN,11208,40.663544,-73.86949,"(40.663544, -73.86949)",FOUNTAIN AVENUE                 ,WORTMAN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3450506,4 dr sedan,4 dr sedan,,,
05/18/2016,11:40,,,40.82926,-73.93484,"(40.82926, -73.93484)",Harlem River Dr                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444335,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,7:22,BROOKLYN,11201,40.696293,-73.991196,"(40.696293, -73.991196)",TILLARY STREET                  ,CADMAN PLAZA WEST,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444035,4 dr sedan,4 dr sedan,,,
05/18/2016,17:35,BRONX,10451,40.817387,-73.92277,"(40.817387, -73.92277)",MORRIS AVENUE                   ,EAST 149 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3448828,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,0:00,MANHATTAN,10007,40.714478,-74.01354,"(40.714478, -74.01354)",BARCLAY STREET                  ,WEST STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3447465,4 dr sedan,4 dr sedan,,,
05/18/2016,10:50,QUEENS,11421,40.697678,-73.851845,"(40.697678, -73.851845)",PARK LANE SOUTH                 ,94 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444105,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,8:00,,,40.70385,-73.938324,"(40.70385, -73.938324)",Bushwick Ave                    ,,,0,0,0,0,0,0,0,0,Other Vehicular,Outside Car Distraction,,,,3444478,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,20:20,,,40.687023,-73.97621,"(40.687023, -73.97621)",,,FULTON STREET                           ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3444487,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,12:30,BROOKLYN,11209,40.619232,-74.03278,"(40.619232, -74.03278)",,,9215      3 AVENUE                      ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444425,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,17:00,,,40.744656,-73.94853,"(40.744656, -73.94853)",,,JACKSON AVENUE                          ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444540,4 dr sedan,TRUCK,,,
05/18/2016,14:39,MANHATTAN,10001,40.750828,-74.00189,"(40.750828, -74.00189)",WEST 28 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing Too Closely,,,,3447776,Bus,4 dr sedan,,,
05/18/2016,9:50,BROOKLYN,11233,40.683437,-73.92917,"(40.683437, -73.92917)",REID AVENUE                     ,MACON STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3444470,4 dr sedan,4 dr sedan,4 dr sedan,,
05/18/2016,22:50,BROOKLYN,11236,40.645374,-73.90257,"(40.645374, -73.90257)",,,1423      ROCKAWAY PARKWAY              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3444434,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,13:18,BROOKLYN,11230,40.61562,-73.95959,"(40.61562, -73.95959)",AVENUE N                        ,EAST 15 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3450214,2 dr sedan,2 dr sedan,,,
05/18/2016,18:00,MANHATTAN,10040,40.862152,-73.92512,"(40.862152, -73.92512)",,,120       DYCKMAN STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3445595,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,10:00,BRONX,10463,40.87541,-73.90436,"(40.87541, -73.90436)",,,2876      BAILEY AVENUE                 ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3444384,4 dr sedan,Flat Bed,,,
05/18/2016,22:00,,,40.650146,-73.97453,"(40.650146, -73.97453)",FORT HAMILTON PARKWAY           ,OCEAN PARKWAY,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,3450358,4 dr sedan,,,,
05/18/2016,19:00,,,40.725933,-73.90073,"(40.725933, -73.90073)",Long Island Expy                ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3444515,4 dr sedan,Pick-up Truck,,,
05/18/2016,13:30,STATEN ISLAND,10308,40.54958,-74.137375,"(40.54958, -74.137375)",HYLAN BOULEVARD                 ,KEEGANS LANE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3452672,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,10:00,MANHATTAN,10016,,,,EAST 38 STREET                  ,1 AVE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3448032,2 dr sedan,4 dr sedan,,,
05/18/2016,18:36,BROOKLYN,11204,40.62757,-73.976585,"(40.62757, -73.976585)",MC DONALD AVENUE                ,47 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449920,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,12:30,QUEENS,11414,40.66163,-73.846985,"(40.66163, -73.846985)",,,86-17     157 AVENUE                    ,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3444161,4 dr sedan,,,,
05/18/2016,11:59,BROOKLYN,11205,40.697803,-73.969734,"(40.697803, -73.969734)",CLINTON AVENUE                  ,FLUSHING AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3451037,Carry All,4 dr sedan,,,
05/18/2016,15:00,,,40.668495,-73.925606,"(40.668495, -73.925606)",,,BUFFALO AVENUE                          ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3456291,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,15:34,QUEENS,11418,40.703846,-73.81984,"(40.703846, -73.81984)",,,134-015   HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444507,Bus,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,19:25,,,,,,,WEST 110 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,,3448544,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,9:15,,,,,,WESTCHESTER SQUARE              ,EAST TREMONT AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3449174,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,2:00,MANHATTAN,10017,40.7528,-73.979294,"(40.7528, -73.979294)",EAST 42 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3447935,4 dr sedan,Taxi,,,
05/18/2016,12:15,STATEN ISLAND,10304,40.610725,-74.08635,"(40.610725, -74.08635)",TARGEE STREET                   ,STEUBEN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Following Too Closely,,,,3444261,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
05/18/2016,19:00,QUEENS,11105,40.77731,-73.91239,"(40.77731, -73.91239)",DITMARS BOULEVARD               ,28 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3452346,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,9:50,MANHATTAN,10036,40.763428,-73.99271,"(40.763428, -73.99271)",10 AVENUE                       ,WEST 48 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3448179,Motorcycle,4 dr sedan,,,
05/18/2016,18:23,BROOKLYN,11217,40.681522,-73.983284,"(40.681522, -73.983284)",3 AVENUE                        ,BALTIC STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3450746,Sedan,Sedan,,,
05/18/2016,14:00,BRONX,10468,40.869114,-73.90224,"(40.869114, -73.90224)",,,2701      WEBB AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3456048,2 dr sedan,4 dr sedan,,,
05/18/2016,21:30,,,,,,VANWYCK EXPRESSWAY              ,LINDEN BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3452267,4 dr sedan,,,,
05/18/2016,21:30,MANHATTAN,10024,40.781837,-73.979294,"(40.781837, -73.979294)",WEST 77 STREET                  ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444328,Station Wagon/Sport Utility Vehicle,Taxi,,,
05/18/2016,11:30,QUEENS,11004,40.736176,-73.71372,"(40.736176, -73.71372)",HILLSIDE AVENUE                 ,LITTLE NECK PARKWAY,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3451509,4 dr sedan,,,,
05/18/2016,14:30,,,40.66524,-73.817764,"(40.66524, -73.817764)",Belt Pkwy                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3444528,4 dr sedan,4 dr sedan,4 dr sedan,4 dr sedan,
05/18/2016,21:10,BRONX,10451,40.826397,-73.92116,"(40.826397, -73.92116)",EAST 161 STREET                 ,SHERIDAN AVENUE,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3449114,4 dr sedan,AMBUL,,,
05/18/2016,8:00,QUEENS,11364,40.749485,-73.7756,"(40.749485, -73.7756)",203 STREET                      ,53 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3452098,4 dr sedan,4 dr sedan,,,
05/18/2016,8:10,,,40.88953,-73.86565,"(40.88953, -73.86565)",Bronx River Pkwy                ,,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,3443870,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,15:00,QUEENS,11423,40.720055,-73.761856,"(40.720055, -73.761856)",,,202-15    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3444534,4 dr sedan,4 dr sedan,,,
05/18/2016,6:40,BRONX,10462,40.833557,-73.85774,"(40.833557, -73.85774)",WESTCHESTER AVENUE              ,PUGSLEY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3449016,4 dr sedan,4 dr sedan,,,
05/18/2016,16:16,,,40.67689,-73.900055,"(40.67689, -73.900055)",,,BROADWAY                                ,1,0,1,0,0,0,0,0,Unspecified,,,,,3445040,4 dr sedan,,,,
05/18/2016,9:00,MANHATTAN,10027,40.81053,-73.96207,"(40.81053, -73.96207)",WEST 120 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3443791,4 dr sedan,Bus,,,
05/18/2016,12:50,,,,,,EAST 49 STREET                  ,FDR,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3448033,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,17:48,MANHATTAN,10003,40.73351,-73.98773,"(40.73351, -73.98773)",,,176       EAST 14 STREET                ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3446062,Carry All,Van,,,
05/18/2016,20:00,QUEENS,11428,40.71958,-73.73677,"(40.71958, -73.73677)",94 DRIVE                        ,219 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3451514,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,16:25,QUEENS,11375,40.724308,-73.842575,"(40.724308, -73.842575)",110 STREET                      ,JEWEL AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3452179,Station Wagon/Sport Utility Vehicle,Bus,,,
05/18/2016,15:55,,,40.75855,-73.89966,"(40.75855, -73.89966)",Brooklyn Queens Expy E          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3445993,2 dr sedan,Taxi,,,
05/18/2016,12:40,MANHATTAN,10038,40.70579,-74.003876,"(40.70579, -74.003876)",SOUTH STREET                    ,JOHN STREET,,0,0,0,0,0,0,0,0,Pavement Defective,Unspecified,,,,3447453,Bus,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,7:30,QUEENS,11105,40.778633,-73.91464,"(40.778633, -73.91464)",,,22-08     CRESCENT STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3444835,4 dr sedan,,,,
05/18/2016,9:19,STATEN ISLAND,10306,40.564922,-74.11805,"(40.564922, -74.11805)",TYSENS LANE                     ,CLAWSON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444612,4 dr sedan,4 dr sedan,,,
05/18/2016,14:40,QUEENS,11356,40.77861,-73.84249,"(40.77861, -73.84249)",126 STREET                      ,23 AVENUE,,1,0,1,0,0,0,0,0,,,,,,3444547,,,,,
